url,domain,discovery_source,risk_score,risk_level,confirmed_live,investigated_at,live_at_export_time
http://mostbetcasinobonuses.com,mostbetcasinobonuses.com,keyword_match,36,LOW,False,2026-07-24 20:34:37.911825+00:00,True
http://xbet88-6ed.pages.dev,xbet88-6ed.pages.dev,keyword_match,27,LOW,False,2026-07-25 16:37:58.720361+00:00,True
http://onlinecasino-5.pages.dev,onlinecasino-5.pages.dev,keyword_match,26,LOW,False,2026-07-24 10:32:48.463809+00:00,True
http://sagjili.shop,sagjili.shop,keyword_match,28,LOW,False,2026-07-26 07:25:54.531389+00:00,True
http://1xbet-ap7v.top,1xbet-ap7v.top,keyword_match,20,LOW,False,2026-07-25 22:52:58.891327+00:00,True
http://resmi-pinco-giris.it.com,resmi-pinco-giris.it.com,keyword_match,44,MEDIUM,False,2026-07-24 14:47:29.581792+00:00,True
http://webinar.10xbettergolf.com,webinar.10xbettergolf.com,keyword_match,49,MEDIUM,True,2026-07-24 09:05:47.007008+00:00,True
http://jiliwinbet2.com,jiliwinbet2.com,keyword_match,45,MEDIUM,True,2026-07-26 12:44:14.383486+00:00,True
http://3dca45d0-4ff2-40e3-a70c-b52b20111171.1xbet-dydj.top,3dca45d0-4ff2-40e3-a70c-b52b20111171.1xbet-dydj.top,keyword_match,61,HIGH,False,2026-07-25 13:18:37.591805+00:00,True
http://axbet.io,axbet.io,keyword_match,32,LOW,True,2026-07-24 06:50:12.526480+00:00,True
http://api.dx-ye1xbetmix.site,api.dx-ye1xbetmix.site,keyword_match,27,LOW,False,2026-07-25 18:03:57.518460+00:00,True
http://1xbet-entrance.com,1xbet-entrance.com,keyword_match,36,LOW,False,2026-07-26 03:58:58.052742+00:00,True
http://pro10jili.com,pro10jili.com,keyword_match,49,MEDIUM,True,2026-07-26 10:55:06.015518+00:00,True
http://m.holiganbet-adrees-guncel.icu,m.holiganbet-adrees-guncel.icu,keyword_match,31,LOW,True,2026-07-24 05:51:09.366445+00:00,True
http://www.hexagrandbet.com,www.hexagrandbet.com,keyword_match,28,LOW,True,2026-07-24 10:21:47.388790+00:00,True
http://accounts.riobetcasino-ppd.top,accounts.riobetcasino-ppd.top,keyword_match,30,LOW,True,2026-07-24 05:28:59.890476+00:00,True
http://1xbet-webs-kaiyun.bet,1xbet-webs-kaiyun.bet,keyword_match,35,LOW,True,2026-07-24 03:48:03.600009+00:00,True
http://user.1xbet-m.club,user.1xbet-m.club,keyword_match,30,LOW,False,2026-07-25 00:04:43.788436+00:00,True
http://1xbet-12vip.top,1xbet-12vip.top,keyword_match,24,LOW,False,2026-07-25 13:30:11.411073+00:00,True
http://jili000.org,jili000.org,keyword_match,26,LOW,False,2026-07-24 16:31:16.381410+00:00,True
